Proximity
0.67
1.8
3.48
93.46
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0
0.0
0.0
0.0
0.29
0.67
0.0
0.25
0.67
0.0
0.67
0.67
6.08
0.0
0.0
0.13
0.67
0.0
0.0
83.44
92.86
0.25
0.0
0.0
0.0
66.34
13.53
0.07
0.0
0.13
0.0
0.25
0.01
0.0
100.0
0.03
1.54
1.83
10.83
0.0
0.0
0.0
0.0
0.67
1.58
7.04
0.03
0.02
0.12
0.11
0.11
0.11
0.12
0.12
0.12
0.12
0.12
0.0
0.0
0.0
0.0
0.0
1.83
0.67
1.83
0.83
0.03
1.8
0.0
0.03
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0
0
0
0
0
0
0
0
0.42
0.42
0.42
1.46
0.67
1.82
0.69
0.69
0.69
1.4
1.4
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.17
17.21
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
100.0
0.01
0.0
0.67
100.0
100.0
0.0
0.03
49.2
1.65
0.0
1.75
1.75
13.53
0.0
0.01
6.93
0.06
0.01
0.0
0.58
0.0
0.78
0.67
0.06
100.0
100.0
100.0
0.67
0.0
0.0
7.21
0.03
0.23
0.03
93.04
0.64
0.0
0.05
0.05
0.05
0.0
0.03
24.66
0.05
0.02
0.02
0.05
0.1
0.06
0.02
0.26
29.82
1.56
0.0
0.0
91.76
0.23
0.03
0.0
0.0
0.03
100.0
100.0
100.0
100.0
0.0
0.0
0.0
0.03
0.03
0.03
0.03
100.0
85.38
1.79
0.03
0.64
0.52
0.52
0.6
0.59
0.63
0.52
0.5
0.59
0.65
0.56
100.0
100.0
0.05
0.05
0.05
0.74
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
98.63
100.0
0.0
0.03
13.53
6.85
2.97
0.01
0.12
58.0
1.07
0.0
0.26
1.94
0.0
7.63
0.05
0.2
1.16
0.02
0.65
1.24
0.05
0.65
0.65
0.65
1.79
0.03
0.65
0.65
0.65
0.03
0.03
0.65
0.65
0.66
0.65
0.65
0.65
0.65
0.65
0.65
0.65
0.65
0.65
0.65
0.65
0.65
0.65
0.25
0.65
0.65
0.65
0.04
0.07
0.04
0.25
0.25
0.0
0.0
0.05
0.24
0.24
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.0
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
36.59
0.01
100.0
100.0
1.78
100.0
0.02
90.48
100.0
0.0
0.9
0.03
0.66
0.67
0.03
100.0
100.0
55.29
0.67
62.24
0.24
0.02
0.04
0.61
0.61
99.15
9.14
0
0.0
0.66
0.0
0.0
80.92
67.03
0.0
100.0
89.8
0.1
6.14
0.67
15.43
0.67
0.0
0.67
0.03
0.67
0.67
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
12.75
0.06
0.06
0.06
1.83
0.0
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
