Sr. No.,State,Work,Work ID,IDA,MP Name,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ ),expenditure_amount,threshold_proximity_pct,vendor_payout_velocity,vendor_cumulative_30d,cumulative_vendor_spend_vs_threshold_pct,mp_total_allocation,amount_to_mp_budget_pct,year_month,ida_monthly_txns,risk_output,risk_score
58881,58882,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/135259,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,34650,34650.0,0.22,46,5729653.0,0.0,147000000.0,0.02357142857142857,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/135259', 'risk_score': 12.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 34650.0, 'threshold_proximity_pct': 0.22, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2103, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.18}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3854}, {'feature': 'ida_monthly_txns', 'value': 29, 'contribution_to_risk': -0.3326}]}",12.6
58882,58883,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/135257,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,34580,34580.0,0.21,46,5729653.0,0.0,147000000.0,0.023523809523809523,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/135257', 'risk_score': 12.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 34580.0, 'threshold_proximity_pct': 0.21, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2103, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.18}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3854}, {'feature': 'ida_monthly_txns', 'value': 29, 'contribution_to_risk': -0.3325}]}",12.6
58883,58884,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/135261,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,34580,34580.0,0.21,46,5729653.0,0.0,147000000.0,0.023523809523809523,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/135261', 'risk_score': 12.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 34580.0, 'threshold_proximity_pct': 0.21, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2103, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.18}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3854}, {'feature': 'ida_monthly_txns', 'value': 29, 'contribution_to_risk': -0.3325}]}",12.6
58884,58885,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/135262,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,34657,34657.0,0.22,46,5729653.0,0.0,147000000.0,0.023576190476190476,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/135262', 'risk_score': 12.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 34657.0, 'threshold_proximity_pct': 0.22, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2103, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.18}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3854}, {'feature': 'ida_monthly_txns', 'value': 29, 'contribution_to_risk': -0.3326}]}",12.6
58885,58886,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/135258,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,34615,34615.0,0.21,46,5729653.0,0.0,147000000.0,0.023547619047619046,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/135258', 'risk_score': 12.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 34615.0, 'threshold_proximity_pct': 0.21, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2103, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.18}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3854}, {'feature': 'ida_monthly_txns', 'value': 29, 'contribution_to_risk': -0.3326}]}",12.6
58886,58887,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/135266,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,34615,34615.0,0.21,46,5729653.0,0.0,147000000.0,0.023547619047619046,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/135266', 'risk_score': 12.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 34615.0, 'threshold_proximity_pct': 0.21, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2103, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.18}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3854}, {'feature': 'ida_monthly_txns', 'value': 29, 'contribution_to_risk': -0.3326}]}",12.6
58887,58888,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/135255,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,232062,232062.0,0.0,46,5729653.0,0.0,147000000.0,0.15786530612244898,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/135255', 'risk_score': 11.9, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 232062.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2132, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.2103}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4415}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3965}]}",11.9
58888,58889,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/135263,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,44980,44980.0,13.43,46,5729653.0,0.0,147000000.0,0.03059863945578231,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/135263', 'risk_score': 22.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 44980.0, 'threshold_proximity_pct': 13.43, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.03, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.1705, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 13.43, 'contribution_to_risk': 1.2207}, {'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.1806}, {'feature': 'ida_monthly_txns', 'value': 29, 'contribution_to_risk': -0.3719}]}",22.4
58889,58890,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/137293,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,187435,187435.0,0.0,46,5729653.0,0.0,147000000.0,0.12750680272108844,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/137293', 'risk_score': 10.7, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 187435.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.13, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2181, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.1609}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4395}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3934}]}",10.7
58890,58891,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/137281,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,34615,34615.0,0.21,46,5729653.0,0.0,147000000.0,0.023547619047619046,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/137281', 'risk_score': 12.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 34615.0, 'threshold_proximity_pct': 0.21, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2103, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.18}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3854}, {'feature': 'ida_monthly_txns', 'value': 29, 'contribution_to_risk': -0.3326}]}",12.6
58891,58892,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/137284,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,34510,34510.0,0.2,46,5729653.0,0.0,147000000.0,0.023476190476190477,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/137284', 'risk_score': 12.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 34510.0, 'threshold_proximity_pct': 0.2, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2103, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.1801}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3855}, {'feature': 'ida_monthly_txns', 'value': 29, 'contribution_to_risk': -0.3296}]}",12.6
58892,58893,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/137287,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,34702,34702.0,0.22,46,5729653.0,0.0,147000000.0,0.023606802721088435,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/137287', 'risk_score': 12.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 34702.0, 'threshold_proximity_pct': 0.22, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2103, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.18}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3854}, {'feature': 'ida_monthly_txns', 'value': 29, 'contribution_to_risk': -0.3326}]}",12.6
58893,58894,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/137291,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,34440,34440.0,0.2,46,5729653.0,0.0,147000000.0,0.023428571428571427,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/137291', 'risk_score': 12.7, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 34440.0, 'threshold_proximity_pct': 0.2, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2101, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.182}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3855}, {'feature': 'ida_monthly_txns', 'value': 29, 'contribution_to_risk': -0.3288}]}",12.7
58879,58880,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/137280,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,232062,232062.0,0.0,46,5729653.0,0.0,147000000.0,0.15786530612244898,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/137280', 'risk_score': 11.9, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 232062.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2132, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.2103}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4415}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3965}]}",11.9
58894,58895,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/137278,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,34650,34650.0,0.22,46,5729653.0,0.0,147000000.0,0.02357142857142857,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/137278', 'risk_score': 12.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 34650.0, 'threshold_proximity_pct': 0.22, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2103, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.18}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3854}, {'feature': 'ida_monthly_txns', 'value': 29, 'contribution_to_risk': -0.3326}]}",12.6
58896,58897,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/137290,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,24750,24750.0,0.0,46,5729653.0,0.0,147000000.0,0.01683673469387755,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/137290', 'risk_score': 12.8, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 24750.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2095, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.1924}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4337}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3873}]}",12.8
58878,58879,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/137282,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2024-12-19,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,34597,34597.0,0.21,46,5729653.0,0.0,147000000.0,0.023535374149659862,2024-12,29,"{'Work ID': 'WS/MP18153/2024-2025/137282', 'risk_score': 12.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 34597.0, 'threshold_proximity_pct': 0.21, 'vendor_30d_frequency': 46, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 29}, 'raw_anomaly_score': 0.2103, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 46, 'contribution_to_risk': 1.18}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3854}, {'feature': 'ida_monthly_txns', 'value': 29, 'contribution_to_risk': -0.3326}]}",12.6
58990,58991,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18278/2024-2025/137692,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),2024-12-21,GRAM PANCHAYAT BELHADIH,Payment Success,599869,599869.0,0.0,2,999869.0,0.0,150384382.11,0.3988904908763866,2024-12,3,"{'Work ID': 'WS/MP18278/2024-2025/137692', 'risk_score': 10.0, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 599869.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.4, 'ida_monthly_txns': 3}, 'raw_anomaly_score': 0.2209, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.4665}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.3988904908763866, 'contribution_to_risk': 0.4265}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4134}]}",10.0
58802,58803,Telangana,Street lights,WS/MP761/2024-2025/139009,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2024-12-30,DHAMMAREDDY PRADEEP,Payment Success,150000,150000.0,0.0,5,1679524.0,0.0,281396355.11,0.05330559450258829,2024-12,1,"{'Work ID': 'WS/MP761/2024-2025/139009', 'risk_score': 5.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 150000.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 5, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.05, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.24, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4665}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3932}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.05330559450258829, 'contribution_to_risk': -0.2888}]}",5.4
58921,58922,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/141993,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2025-01-03,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,232767,232767.0,0.0,58,8344099.0,0.0,147000000.0,0.1583448979591837,2025-01,14,"{'Work ID': 'WS/MP18153/2024-2025/141993', 'risk_score': 15.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 232767.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 58, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 14}, 'raw_anomaly_score': 0.1992, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 58, 'contribution_to_risk': 1.6812}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4342}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3842}]}",15.3
58923,58924,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/141988,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2025-01-03,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,232650,232650.0,0.0,58,8344099.0,0.0,147000000.0,0.15826530612244896,2025-01,14,"{'Work ID': 'WS/MP18153/2024-2025/141988', 'risk_score': 15.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 232650.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 58, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 14}, 'raw_anomaly_score': 0.1992, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 58, 'contribution_to_risk': 1.6812}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4342}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3842}]}",15.3
58897,58898,Punjab,Installing community drinking water plants,WS/MP18153/2024-2025/137286,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2025-01-03,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,232767,232767.0,0.0,58,8344099.0,0.0,147000000.0,0.1583448979591837,2025-01,14,"{'Work ID': 'WS/MP18153/2024-2025/137286', 'risk_score': 15.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 232767.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 58, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 14}, 'raw_anomaly_score': 0.1992, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 58, 'contribution_to_risk': 1.6812}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4342}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3842}]}",15.3
