Work ID (Completed),Work ID (Recommended),Work Description,Category,MP Name,State,Constituency,IDA,House,Recommended Amount (₹),Final Settled Amount (₹),Cost Escalation Delta (₹),Cost Escalation Ratio,Cost Escalation (%),Recommendation Date,Completed Date,Execution Duration (Days),Has Images (Completed),Has Images (Recommended),Average Rating
261145,243545,"To provide minimast light in front of Attukal Temple,Attukal Ward,Thiruvananthapuram Corporation,TVPM District",Normal/Others,Shri A. A. Rahim (2022-28),Kerala,Sitting Rajya Sabha,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Rajya Sabha,260000,235332,-24668,0.9051,-9.49,2026-01-08T00:00:00.000Z,2026-08-20T00:00:00.000Z,224,TRUE,FALSE,
225803,1494,"Village Mohammadpur BLock Marhara jila Etah , Baraat Ghar ke saamne High Mast Light .",Normal/Others,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Lok Sabha,240611,240611,0,1,0,2025-08-08T00:00:00.000Z,2026-02-04T00:00:00.000Z,180,FALSE,FALSE,
225807,1498,"Village Mohammadpur BLock Marhara jila Etah , Holy Pani Tanki Ke saamne high Mast Light",Normal/Others,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Lok Sabha,240611,240611,0,1,0,2025-08-08T00:00:00.000Z,2026-02-04T00:00:00.000Z,180,FALSE,FALSE,
225805,1496,"Village Mohammadpur BLock Marhara jila Etah , Kailsham kumar Ke Makkan ke Saamne",Normal/Others,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Lok Sabha,240611,240611,0,1,0,2025-08-08T00:00:00.000Z,2026-02-04T00:00:00.000Z,180,FALSE,FALSE,
225801,1492,"Village Mohammadpur BLock Marhara jila Etah , Mini Hospital ke  Saamne High Mast Light .",Normal/Others,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Lok Sabha,240611,240611,0,1,0,2025-08-08T00:00:00.000Z,2026-02-04T00:00:00.000Z,180,FALSE,FALSE,
225800,1491,"Village Mohammadpur BLock Marhara jila Etah , Ramkailash ke Makaan Ke saamne high Mast Light",Normal/Others,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Lok Sabha,240611,240611,0,1,0,2025-08-08T00:00:00.000Z,2026-02-04T00:00:00.000Z,180,FALSE,FALSE,
225806,1497,"Village Mohammadpur BLock Marhara jila Etah ,Gulaab Singh Ke makaan ke saamne High Mast Light",Normal/Others,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Lok Sabha,240611,240611,0,1,0,2025-08-08T00:00:00.000Z,2026-02-04T00:00:00.000Z,180,FALSE,FALSE,
225802,1493,"Village Mohammadpur BLock Marhara jila Etah ,Pratap singh ke Makaan ke saamne High Mast Light .",Normal/Others,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Lok Sabha,240611,240611,0,1,0,2025-08-08T00:00:00.000Z,2026-02-04T00:00:00.000Z,180,FALSE,FALSE,
225808,1499,Village Mohammadpur BLock Marhara jila Etah Brajesh Kumar Ke ghar Ke saamne High Mast Light,Normal/Others,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Lok Sabha,240611,240611,0,1,0,2025-08-08T00:00:00.000Z,2026-02-04T00:00:00.000Z,180,FALSE,FALSE,
225810,1501,Village Mohammadpur BLock Marhara jila Etah Chhotey lal Ke Makaan ke Saamne High Mast Light,Normal/Others,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Lok Sabha,240611,240611,0,1,0,2025-08-08T00:00:00.000Z,2026-02-04T00:00:00.000Z,180,FALSE,FALSE,
225812,1503,Village Mohammadpur BLock Marhara jila Etah Devesh Ke Makaan ke Saamne High Mast Light,Normal/Others,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Lok Sabha,240611,240611,0,1,0,2025-08-08T00:00:00.000Z,2026-02-04T00:00:00.000Z,180,FALSE,FALSE,
225809,1500,Village Mohammadpur BLock Marhara jila Etah OmPrakash Ke Makaan Ke saamne High Mast Light,Normal/Others,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Lok Sabha,240611,240611,0,1,0,2025-08-08T00:00:00.000Z,2026-02-04T00:00:00.000Z,180,FALSE,FALSE,
225811,1502,Village Mohammadpur BLock Marhara jila Etah Suresh Chand Ke Makaan ke saamne High mast Light,Normal/Others,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Lok Sabha,240611,240611,0,1,0,2025-08-08T00:00:00.000Z,2026-02-04T00:00:00.000Z,180,FALSE,FALSE,
225804,1495,"Village Mohammadpur BLock Marhara jila Etah, Shamsham ke saamne High Mast Light",Normal/Others,AASHTIKAR PATIL NAGESH BAPURAO,Maharashtra,HINGOLI,ETAH(DISTRICT MAGISTRATE ETAH_IDA),Lok Sabha,240611,240611,0,1,0,2025-08-08T00:00:00.000Z,2026-02-04T00:00:00.000Z,180,FALSE,FALSE,
233087,295217,"Construction of Chuzhalikkara Puliyarakkal road or pathway, Ward No.17, Kizhakkoth Panchayat",Normal/Others,Shri Abdul Wahab (2021-27),Kerala,Sitting Rajya Sabha,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),Rajya Sabha,500000,370111,-129889,0.7402,-25.98,2026-07-15T00:00:00.000Z,2026-08-13T00:00:00.000Z,29,TRUE,FALSE,
182239,271105,"Construction of Meeranvettikarikkakam - Chathimangalam - Kattilakuzhi road or pathway, Ward No.10, Peringammala Panchayat",Normal/Others,Shri Abdul Wahab (2021-27),Kerala,Sitting Rajya Sabha,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),Rajya Sabha,1000000,793821,-206179,0.7938,-20.62,2026-02-26T00:00:00.000Z,2026-05-12T00:00:00.000Z,75,TRUE,FALSE,
181146,272616,"Setting up of Low mast light at Chuzhikkayam - Pallithatt, ward No. 17, West Eleri Panchayat",Normal/Others,Shri Abdul Wahab (2021-27),Kerala,Sitting Rajya Sabha,KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA),Rajya Sabha,210000,191552,-18448,0.9122,-8.78,2026-03-06T00:00:00.000Z,2026-05-05T00:00:00.000Z,60,TRUE,FALSE,
254173,1817,Construction of Ten Feet RCC Platform Mudra Ghat in Surya Mandir of Kujapi Village in Gaya Town of Belaganj Vidhansabha,Normal/Others,ABHAY KUMAR SINHA,Bihar,AURANGABAD,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),Lok Sabha,1498879,1498879,0,1,0,2025-12-15T00:00:00.000Z,2026-05-14T00:00:00.000Z,150,FALSE,FALSE,
173909,173914,Construction of Concrete Road,Normal/Others,ADHIKARI SOUMENDU,West Bengal,KANTHI,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),Lok Sabha,700000,1995673,1295673,2.851,185.1,2025-02-06T00:00:00.000Z,2026-01-29T00:00:00.000Z,357,FALSE,FALSE,
236326,236322,Install 2 set of solar street lights,Normal/Others,ADV GOWAAL KAGADA PADAVI,Maharashtra,NANDURBAR,NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA),Lok Sabha,170000,169529,-471,0.9972,-0.28,2025-09-21T00:00:00.000Z,2026-07-15T00:00:00.000Z,297,TRUE,FALSE,
236327,236323,Install 2 set of solar street lights,Normal/Others,ADV GOWAAL KAGADA PADAVI,Maharashtra,NANDURBAR,NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA),Lok Sabha,170000,169529,-471,0.9972,-0.28,2025-09-21T00:00:00.000Z,2026-07-15T00:00:00.000Z,297,TRUE,FALSE,
236328,236324,Install 2 set of solar street lights,Normal/Others,ADV GOWAAL KAGADA PADAVI,Maharashtra,NANDURBAR,NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA),Lok Sabha,170000,169529,-471,0.9972,-0.28,2025-09-21T00:00:00.000Z,2026-07-15T00:00:00.000Z,297,TRUE,FALSE,
174632,174633,Janpad Nainital antargat gram bacchi Nagar number 2 Mein link Marg se Sardar Mahendra Singh Ke Khet Tak CC marg Nirman kairiy hetu,Normal/Others,Ajay Bhatt,Uttarakhand,NAINITAL UDHAM SINGH NAG.,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Lok Sabha,250000,250000,0,1,0,2025-02-09T00:00:00.000Z,2025-09-30T00:00:00.000Z,233,TRUE,FALSE,
162157,1007,Construction of Common Chaupal at Panchayat Land of Sher Garh Village,Normal/Others,Shri Ajay Makan (2024-30),Karnataka,Sitting Rajya Sabha,KAITHAL(DC CUM NODAL OFFICERS MPLADS),Rajya Sabha,1000000,990188,-9812,0.9902,-0.98,2024-12-28T00:00:00.000Z,2025-11-10T00:00:00.000Z,317,FALSE,FALSE,
188622,1220,Construction of Pathway (Walking Track) around the village pond at Jaswanti Village.,Normal/Others,Shri Ajay Makan (2024-30),Karnataka,Sitting Rajya Sabha,KAITHAL(DC CUM NODAL OFFICERS MPLADS),Rajya Sabha,500000,388919,-111081,0.7778,-22.22,2025-04-01T00:00:00.000Z,2025-12-17T00:00:00.000Z,260,FALSE,FALSE,
146885,878,Construction of Cultural Hall in Trust area of Shanaishchara Swamy Seva Trust.,Trust and Society,Dr. Ajeet Madhavrao Gopchade (2024-30),Maharashtra,Sitting Rajya Sabha,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),Rajya Sabha,2500000,2500000,0,1,0,2024-10-11T00:00:00.000Z,2026-01-07T00:00:00.000Z,453,TRUE,TRUE,
137953,137952,1.High Mast light Durga mata Mandir ke pass,Normal/Others,AJENDRA SINGH LODHI,Uttar Pradesh,HAMIRPUR,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),Lok Sabha,400000,321480,-78520,0.8037,-19.63,2024-09-11T00:00:00.000Z,2026-01-22T00:00:00.000Z,498,FALSE,FALSE,
150426,150424,"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Hathua Nagar Panchayat and Barauli Nagar Parishad of Gopalganj district.",Normal/Others,Alok Kumar Suman,Bihar,GOPALGANJ,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Lok Sabha,995000,995000,0,1,0,2024-11-03T00:00:00.000Z,2026-03-30T00:00:00.000Z,512,TRUE,FALSE,
195126,1276,Under the Member of Parliament Local Area Development Scheme Rajya Sabha I am providing an amount of 10 lakh for the construction of classrooms at Pandit Sahdev Tiwari Vidya Mandir Village Nagpur Belauli District Sant Kabir Nagar Uttar Pradesh,Normal/Others,Shri Amar Pal Maurya (2024-30),Uttar Pradesh,Sitting Rajya Sabha,Sant Kabir Nagar(DISTRICT MAGISTRATE SANT KABIR NAGAR_2),Rajya Sabha,999912,999912,0,1,0,2025-04-28T00:00:00.000Z,2026-02-03T00:00:00.000Z,281,TRUE,TRUE,
192932,192921,FOR CONSTRUCTION OF SC DHARAMSHALA,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,200000,200000,0,1,0,2025-04-21T00:00:00.000Z,2026-01-29T00:00:00.000Z,283,TRUE,FALSE,
225131,225135,FOR CONSTRUCTION OF SHED OF CREMATION GROUND,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,200000,150000,-50000,0.75,-25,2025-08-06T00:00:00.000Z,2026-03-06T00:00:00.000Z,212,TRUE,FALSE,
197033,1291,FOR CONSTRUCTION OF SHED OF STADIUM,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,500000,500000,0,1,0,2025-05-06T00:00:00.000Z,2026-01-29T00:00:00.000Z,268,TRUE,TRUE,
199114,243210,FOR FIXED CEMENTED BENCHES,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,150000,100000,-50000,0.6667,-33.33,2025-10-21T00:00:00.000Z,2026-04-10T00:00:00.000Z,171,FALSE,FALSE,
219268,219273,FOR FIXED CEMENTED BENCHES OF COMMON PLACES,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,16665,12562,-4103,0.7538,-24.62,2025-07-17T00:00:00.000Z,2026-04-13T00:00:00.000Z,270,FALSE,FALSE,
219269,219274,FOR FIXED CEMENTED BENCHES OF COMMON PLACES,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,16665,16749,84,1.005,0.5,2025-07-17T00:00:00.000Z,2026-04-13T00:00:00.000Z,270,FALSE,FALSE,
219270,219275,FOR FIXED CEMENTED BENCHES OF COMMON PLACES,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,16665,16749,84,1.005,0.5,2025-07-17T00:00:00.000Z,2026-04-13T00:00:00.000Z,270,FALSE,FALSE,
219271,219276,FOR FIXED CEMENTED BENCHES OF COMMON PLACES,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,16665,12562,-4103,0.7538,-24.62,2025-07-17T00:00:00.000Z,2026-04-13T00:00:00.000Z,270,FALSE,FALSE,
219272,219277,FOR FIXED CEMENTED BENCHES OF COMMON PLACES,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,16665,12562,-4103,0.7538,-24.62,2025-07-17T00:00:00.000Z,2026-04-13T00:00:00.000Z,270,FALSE,FALSE,
200958,200824,FOR FIXED GYM EQUIPMENTS,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,200000,300000,100000,1.5,50,2025-05-19T00:00:00.000Z,2025-10-15T00:00:00.000Z,149,FALSE,FALSE,
216859,200797,FOR FIXED OPEN GYM,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,300000,298634,-1366,0.9954,-0.46,2025-05-19T00:00:00.000Z,2025-11-17T00:00:00.000Z,182,TRUE,FALSE,
209174,279189,FOR GYM EQUIPMENTS,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,200000,300000,100000,1.5,50,2026-04-28T00:00:00.000Z,2025-10-15T00:00:00.000Z,-195,FALSE,FALSE,
247587,279199,FOR GYM EQUIPMENTS,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,MALERKOTLA(Deputy Commissioner Malerkotla_IDA),Lok Sabha,200000,300000,100000,1.5,50,2026-04-28T00:00:00.000Z,2026-03-31T00:00:00.000Z,-28,FALSE,FALSE,
193120,200807,FOR MOBILE WATER TANKER,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,FATEHGARH SAHIB(DEPUTY COMMISSIONER FATEHGARH SAHIB_IDA),Lok Sabha,200000,200000,0,1,0,2025-05-19T00:00:00.000Z,2025-08-28T00:00:00.000Z,101,FALSE,FALSE,
193122,209155,FOR MOBILE WATER TANKER,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,FATEHGARH SAHIB(DEPUTY COMMISSIONER FATEHGARH SAHIB_IDA),Lok Sabha,200000,200000,0,1,0,2025-06-16T00:00:00.000Z,2025-08-28T00:00:00.000Z,73,FALSE,FALSE,
199115,209157,FOR MOBILE WATER TANKER,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,200000,200000,0,1,0,2025-06-16T00:00:00.000Z,2026-04-10T00:00:00.000Z,298,FALSE,FALSE,
200978,209160,FOR MOBILE WATER TANKER,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,MALERKOTLA(Deputy Commissioner Malerkotla_IDA),Lok Sabha,200000,200000,0,1,0,2025-06-16T00:00:00.000Z,2026-04-22T00:00:00.000Z,310,TRUE,FALSE,
193124,193123,FOR SEWERAGE,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,FATEHGARH SAHIB(DEPUTY COMMISSIONER FATEHGARH SAHIB_IDA),Lok Sabha,500000,500000,0,1,0,2025-04-22T00:00:00.000Z,2026-05-08T00:00:00.000Z,381,TRUE,FALSE,
192904,192907,FOR STREET AND DRAINS,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,200000,200000,0,1,0,2025-04-21T00:00:00.000Z,2026-02-02T00:00:00.000Z,287,FALSE,FALSE,
192889,200802,FOR STREET LIGHTS,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,200000,293025,93025,1.4651,46.51,2025-05-19T00:00:00.000Z,2025-11-13T00:00:00.000Z,178,TRUE,FALSE,
192891,200805,FOR STREET LIGHTS,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,300000,140652,-159348,0.4688,-53.12,2025-05-19T00:00:00.000Z,2025-11-13T00:00:00.000Z,178,TRUE,FALSE,
192890,243214,FOR STREET LIGHTS,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,140652,293025,152373,2.0833,108.33,2025-10-21T00:00:00.000Z,2025-11-14T00:00:00.000Z,24,TRUE,FALSE,
192908,294958,FOR STREET LIGHTS,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,200000,199257,-743,0.9963,-0.37,2026-07-14T00:00:00.000Z,2025-11-14T00:00:00.000Z,-242,TRUE,FALSE,
192913,294960,FOR STREET LIGHTS,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Lok Sabha,200000,199257,-743,0.9963,-0.37,2026-07-14T00:00:00.000Z,2025-11-14T00:00:00.000Z,-242,TRUE,FALSE,
213876,301069,FOR STREET LIGHTS,Normal/Others,Shri Amar Singh,Punjab,FATEHGARH SAHIB,FATEHGARH SAHIB(DEPUTY COMMISSIONER FATEHGARH SAHIB_IDA),Lok Sabha,200000,200000,0,1,0,2026-08-04T00:00:00.000Z,2026-08-19T00:00:00.000Z,15,TRUE,FALSE,
221576,1458,"Constuction of Compound wall to Community hall at 19th ward, Hindupur",Normal/Others,AMBICA G LAKSHMINARAYANA VALMIKI,Andhra Pradesh,ANANTAPUR,Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Lok Sabha,2462396,2462396,0,1,0,2025-07-23T00:00:00.000Z,2026-04-09T00:00:00.000Z,260,TRUE,TRUE,
169462,1091,Construction of Street by laying Interlock tiles From House of Jarnail Singh to house of Gurdas Singh via house of Jagseer Singh and house of Gagandeep Singh in Vill. Gurri Sangar Distt. Sri Muktsar Sahib,Normal/Others,AMRINDER SINGH RAJA WARRING,Punjab,LUDHIANA,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),Lok Sabha,575000,285411,-289589,0.4964,-50.36,2025-01-28T00:00:00.000Z,2026-01-29T00:00:00.000Z,366,FALSE,FALSE,
181306,1163,"Provisioning of 5000Lt Water tank with fire extinguisher at Village Warring, Constituency Sri Muktsar sahib, Distt. Sri Muktsar Sahib",Normal/Others,AMRINDER SINGH RAJA WARRING,Punjab,LUDHIANA,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),Lok Sabha,250000,250000,0,1,0,2025-03-12T00:00:00.000Z,2025-06-12T00:00:00.000Z,92,FALSE,FALSE,
251538,1783,"Provisioning of Indoor Gym Machines in Vill. Khokhar, Sri Muktsar Sahib",Normal/Others,AMRINDER SINGH RAJA WARRING,Punjab,LUDHIANA,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),Lok Sabha,300000,300000,0,1,0,2025-12-01T00:00:00.000Z,2026-04-02T00:00:00.000Z,122,FALSE,FALSE,
234835,1665,"PVC pipes and other material for flood protection work in water-logged area of Vill. Khuia Sarwar, Distt. Fazilka",Normal/Others,AMRINDER SINGH RAJA WARRING,Punjab,LUDHIANA,FAZILKA(DEPUTY COMMISSIONER FAZILKA_IDA),Lok Sabha,249623,249623,0,1,0,2025-09-17T00:00:00.000Z,2025-10-23T00:00:00.000Z,36,TRUE,TRUE,
231977,1611,Purchase of ambulances,Normal/Others,ANGOMCHA BIMOL AKOIJAM,Manipur,INNER MANIPUR,KAKCHING(Deputy Commissioner Kakching_ida),Lok Sabha,800989,800989,0,1,0,2025-09-07T00:00:00.000Z,2026-02-18T00:00:00.000Z,164,TRUE,TRUE,
212993,1405,"Construction of Paver Block Public Street from the House of Sh. Pawan to the House of Sh. Ashok Sharma, Street No. - 7, Ward No. - 11, Kaithal, Distt Kaithal, Haryana",Normal/Others,Shri Anil Kumar Yadav Mandadi (2024-30),Telangana,Sitting Rajya Sabha,KAITHAL(DC CUM NODAL OFFICERS MPLADS),Rajya Sabha,500000,416831,-83169,0.8337,-16.63,2025-06-27T00:00:00.000Z,2026-03-07T00:00:00.000Z,253,TRUE,TRUE,
133667,229978,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,2000000,493449,-1506551,0.2467,-75.33,2025-08-29T00:00:00.000Z,2024-10-01T00:00:00.000Z,-332,TRUE,FALSE,
133667,291619,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,1000000,493449,-506551,0.4934,-50.66,2026-07-03T00:00:00.000Z,2024-10-01T00:00:00.000Z,-640,TRUE,FALSE,
133667,291622,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,150000,493449,343449,3.2897,228.97,2026-07-03T00:00:00.000Z,2024-10-01T00:00:00.000Z,-640,TRUE,FALSE,
133667,2112,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,1000000,493449,-506551,0.4934,-50.66,2026-07-06T00:00:00.000Z,2024-10-01T00:00:00.000Z,-643,TRUE,FALSE,
133667,292456,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,2500000,493449,-2006551,0.1974,-80.26,2026-07-06T00:00:00.000Z,2024-10-01T00:00:00.000Z,-643,TRUE,FALSE,
133667,292470,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,1500000,493449,-1006551,0.329,-67.1,2026-07-06T00:00:00.000Z,2024-10-01T00:00:00.000Z,-643,TRUE,FALSE,
133667,299048,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,1195000,493449,-701551,0.4129,-58.71,2026-07-27T00:00:00.000Z,2024-10-01T00:00:00.000Z,-664,TRUE,FALSE,
133530,229978,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,2000000,978265,-1021735,0.4891,-51.09,2025-08-29T00:00:00.000Z,2025-01-01T00:00:00.000Z,-240,TRUE,FALSE,
133530,291619,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,1000000,978265,-21735,0.9783,-2.17,2026-07-03T00:00:00.000Z,2025-01-01T00:00:00.000Z,-548,TRUE,FALSE,
133530,291622,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,150000,978265,828265,6.5218,552.18,2026-07-03T00:00:00.000Z,2025-01-01T00:00:00.000Z,-548,TRUE,FALSE,
133530,2112,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,1000000,978265,-21735,0.9783,-2.17,2026-07-06T00:00:00.000Z,2025-01-01T00:00:00.000Z,-551,TRUE,FALSE,
133530,292456,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,2500000,978265,-1521735,0.3913,-60.87,2026-07-06T00:00:00.000Z,2025-01-01T00:00:00.000Z,-551,TRUE,FALSE,
133530,292470,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,1500000,978265,-521735,0.6522,-34.78,2026-07-06T00:00:00.000Z,2025-01-01T00:00:00.000Z,-551,TRUE,FALSE,
133530,299048,,Normal/Others,Dr. Anil Sukhdeorao Bonde (2022-28),Maharashtra,Sitting Rajya Sabha,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Rajya Sabha,1195000,978265,-216735,0.8186,-18.14,2026-07-27T00:00:00.000Z,2025-01-01T00:00:00.000Z,-572,TRUE,FALSE,
